"annotation_id","annotator","created_at","id","image","label","lead_time","text","text_type","updated_at"
2165,"1","2025-02-21T00:51:27.224790Z",597814,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000016977.jpg","[{""x"":2.6696477170850437,""y"":30.561072485787516,""width"":95.39599809490265,""height"":41.28437587193081,""rotation"":0,""rectanglelabels"":[""car""],""original_width"":640,""original_height"":480},{""x"":0,""y"":32.31553486415318,""width"":7.74259544926449,""height"":14.477496147155763,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":0.6380482300662342,""y"":31.941506520089284,""width"":44.61621679801851,""height"":11.096096040771485,""rotation"":0,""rectanglelabels"":[""car""],""original_width"":640,""original_height"":480}]",57.87,"A car that seems to be parked illegally behind a legally parked car","情感分析","2025-02-21T04:45:01.613216Z"
2166,"1","2025-02-21T00:51:27.224790Z",597815,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000019523.jpg","[{""x"":13.697318226727164,""y"":33.67204870496477,""width"":20.53983094262295,""height"":46.88915252685547,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":41.331844285165396,""y"":36.90007243837629,""width"":23.843105057084323,""height"":43.189413547515876,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480}]",13.888,"two women loading their bicycles onto a bus rack","{""choices"":[""场景描述"",""实体提及""]}","2025-02-21T04:45:18.565538Z"
2167,"1","2025-02-21T00:51:27.224790Z",597816,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000020788.jpg","[{""x"":4.136003766741071,""y"":0,""width"":94.49948884843384,""height"":68.15419197082521,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":426,""original_height"":640}]",11.873,"A woman hovering over food on a wooden table.","场景描述","2025-02-21T04:45:33.074764Z"
2168,"1","2025-02-21T00:51:27.224790Z",597817,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000022793.jpg","[{""x"":66.96428571428571,""y"":12.321428571428573,""width"":22.63392857142857,""height"":43.92857142857143,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480}]",34.724000000000004,"A public bathroom with a bunch of urinals.","实体提及","2025-02-21T04:45:49.908850Z"
2169,"1","2025-02-21T00:51:27.224790Z",597818,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000027842.jpg","[{""x"":4.465254129235582,""y"":69.38360214233398,""width"":33.011950597830065,""height"":9.069404602050781,""rotation"":0,""rectanglelabels"":[""sink""],""original_width"":480,""original_height"":640},{""x"":66.36985951527127,""y"":56.295927592686255,""width"":19.17081381733021,""height"":3.3744430541992188,""rotation"":0,""rectanglelabels"":[""sink""],""original_width"":480,""original_height"":640}]",12.975,"A dual sink vanity with mirrors above the sinks.","实体提及","2025-02-21T04:46:04.494559Z"
2170,"1","2025-02-21T00:51:27.224790Z",597819,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000030423.jpg","[{""x"":27.67281811466262,""y"":48.51430892944336,""width"":20.662058488546545,""height"":23.405437469482422,""rotation"":0,""rectanglelabels"":[""giraffe""],""original_width"":427,""original_height"":640},{""x"":63.74398796563964,""y"":52.776651382446296,""width"":6.452459473799765,""height"":17.544612884521484,""rotation"":0,""rectanglelabels"":[""giraffe""],""original_width"":427,""original_height"":640},{""x"":75.1832627021736,""y"":52.302999496459954,""width"":7.812843054742388,""height"":18.767509460449237,""rotation"":0,""rectanglelabels"":[""giraffe""],""original_width"":427,""original_height"":640},{""x"":39.62580660746304,""y"":50.23866653442383,""width"":8.807515986351008,""height"":21.497859954833984,""rotation"":0,""rectanglelabels"":[""giraffe""],""original_width"":427,""original_height"":640}]",25.433,"Four giraffes in the wild eating from trees.","场景描述","2025-02-21T04:46:22.591664Z"
2171,"1","2025-02-21T00:51:27.224790Z",597820,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000031519.jpg","[{""x"":2.346908783745151,""y"":54.339120051339286,""width"":6.735619895631312,""height"":14.976501468749994,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":8.788785733439601,""y"":54.78802612849645,""width"":8.743651521848014,""height"":16.4566707611084,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":16.030445679568572,""y"":57.80335358210973,""width"":4.9604536498737595,""height"":4.527959823608398,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480}]",25.246000000000002,"A group of rescue workers helping an overturned car","情感分析","2025-02-21T04:46:36.825750Z"
2172,"1","2025-02-21T00:51:27.224790Z",597821,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000031984.jpg","[{""x"":0.02120149777700527,""y"":23.0910325050354,""width"":28.417732899864607,""height"":76.35116338729858,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":426,""original_height"":640},{""x"":34.02761419148858,""y"":17.295007705688477,""width"":47.11117889618706,""height"":82.04182624816895,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":426,""original_height"":640},{""x"":27.220352137116695,""y"":27.384233474731445,""width"":11.915475814068904,""height"":28.788242340087884,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":426,""original_height"":640},{""x"":36.36008626683255,""y"":26.894025802612305,""width"":12.163091655079041,""height"":23.594837188720703,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":426,""original_height"":640},{""x"":46.46557845890661,""y"":26.99607849121094,""width"":8.628963139911445,""height"":17.62928009033203,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":426,""original_height"":640},{""x"":79.26847292611973,""y"":30.987868309021,""width"":5.3243811292447445,""height"":6.7035770416259775,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":426,""original_height"":640}]",11.402,"a women that is standing next to a motorcycle","实体提及","2025-02-21T04:46:50.114026Z"
2173,"1","2025-02-21T00:51:27.225787Z",597822,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000032203.jpg","[{""x"":30.041621116620316,""y"":25.144365174429755,""width"":37.15680231813525,""height"":29.06478881835938,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":430},{""x"":66.01731168581672,""y"":46.94321836744036,""width"":33.98268831418326,""height"":23.02159309387207,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":430}]",20.103,"Three people on motorbikes racing around a track.","场景描述","2025-02-21T04:47:12.065724Z"
2174,"1","2025-02-21T00:51:27.225787Z",597823,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000034196.jpg","[{""x"":6.852710018113297,""y"":33.2557943889073,""width"":54.19533794322673,""height"":27.49324321746826,""rotation"":0,""rectanglelabels"":[""tv""],""original_width"":640,""original_height"":480},{""x"":36.83395921765222,""y"":35.128718103681294,""width"":53.97088723104508,""height"":27.36386775970459,""rotation"":0,""rectanglelabels"":[""tv""],""original_width"":640,""original_height"":480}]",32.114000000000004,"Two desktop computer monitors sitting on a desk with a keyboard and mouse.","实体提及","2025-02-21T04:47:37.692392Z"
2175,"1","2025-02-21T00:51:27.225787Z",597824,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000036450.jpg","[{""x"":36.62083169429401,""y"":11.079568181719099,""width"":25.235492786702284,""height"":24.073071479797363,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":480,""original_height"":640}]",32.172,"A very big teddy bear is next to a woman.","场景描述","2025-02-21T04:47:54.058453Z"
2176,"1","2025-02-21T00:51:27.225787Z",597825,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000040986.jpg","[{""x"":48.842633928571374,""y"":19.821428571428562,""width"":11.822544642857128,""height"":20.89285714285716,""rotation"":0,""rectanglelabels"":[""bottle""],""original_width"":640,""original_height"":428}]",72.667,"A man points at the wall in his kitchen.","场景描述","2025-02-21T04:48:45.130547Z"
2177,"1","2025-02-21T00:51:27.225787Z",597826,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000043098.jpg","[{""x"":67.47212108460188,""y"":29.15674686431885,""width"":25.342883215017565,""height"":45.013628005981445,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":425,""original_height"":640}]",37.260999999999996,"A man is walking down the street in front of a red door.","{""choices"":[""场景描述"",""实体提及""]}","2025-02-21T04:48:56.290038Z"
2178,"1","2025-02-21T00:51:27.225787Z",597827,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000050411.jpg","[{""x"":8.881784197001251e-16,""y"":39.59912027631486,""width"":23.703814111213774,""height"":43.42588424682619,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":100.82081564402812,""y"":32.83888339996338,""width"":49.06208833723653,""height"":20.851306915283207,""rotation"":0,""rectanglelabels"":[""car""],""original_width"":640,""original_height"":480},{""x"":108.88217327466334,""y"":32.36248970031738,""width"":11.71783518735363,""height"":22.397537231445312,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":40.37433990549985,""y"":23.993763242449074,""width"":12.595655097336053,""height"":9.879245758056632,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":67.67600137679302,""y"":41.586242403302876,""width"":15.628602074795081,""height"":25.629563331604004,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":2.895713645345437,""y"":43.668090275355745,""width"":50.47031375786739,""height"":21.527748107910156,""rotation"":0,""rectanglelabels"":[""car""],""original_width"":640,""original_height"":480},{""x"":25.178571428571427,""y"":38.57142857142858,""width"":7.5000000000000036,""height"":15.178571428571425,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480}]",48.852,"A mounted police officer riding down a city street past parked cars.","场景描述","2025-02-21T04:49:10.122352Z"
2179,"1","2025-02-21T00:51:27.225787Z",597828,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000051191.jpg","[{""x"":108.31358148007537,""y"":40.31743049621582,""width"":4.210782553608021,""height"":6.132717132568359,""rotation"":0,""rectanglelabels"":[""vase""],""original_width"":628,""original_height"":640},{""x"":62.05641492265697,""y"":34.64285714285714,""width"":14.558689717925375,""height"":20.35714285714287,""rotation"":0,""rectanglelabels"":[""vase""],""original_width"":628,""original_height"":640}]",35.739000000000004,"The view of a large bathroom with a walk in closet.","场景描述","2025-02-21T04:49:31.545804Z"
2180,"1","2025-02-21T00:51:27.225787Z",597829,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000052087.jpg","[{""x"":20.551737800973356,""y"":10.523522581372942,""width"":79.44826219902664,""height"":64.43460702896118,""rotation"":0,""rectanglelabels"":[""toilet""],""original_width"":640,""original_height"":480},{""x"":14.78292639417447,""y"":47.37624168395996,""width"":65.08071506330504,""height"":52.62375831604004,""rotation"":0,""rectanglelabels"":[""toilet""],""original_width"":640,""original_height"":480}]",32.297,"A man getting a drink from a water fountain that is a toilet.","{""choices"":[""场景描述"",""实体提及""]}","2025-02-21T04:49:49.330785Z"
2181,"1","2025-02-21T00:51:27.225787Z",597830,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000056070.jpg","[{""x"":59.09157388941745,""y"":0.37784593445914133,""width"":4.65309446812794,""height"":7.652446031570434,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":56.0994218501171,""y"":1.3023259810038976,""width"":3.380861650322018,""height"":6.939573884010315,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":9.018471425255232,""y"":1.0531359910964966,""width"":3.2885263340255433,""height"":7.800411581993102,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":4.544329676750956,""y"":2.0960954257420132,""width"":3.5981654004134986,""height"":5.862213373184204,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":14.156463051288974,""y"":1.2579631805419922,""width"":2.7954923464486954,""height"":6.708741188049316,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":14.839561873353338,""y"":1.1677974462509155,""width"":3.3280705400596458,""height"":6.6746920347213745,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":12.3504960285696,""y"":1.3803166151046753,""width"":3.8713048707278244,""height"":6.572245359420776,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":40.44642857142858,""y"":8.571428571428571,""width"":25.848214285714278,""height"":20.892857142857146,""rotation"":0,""rectanglelabels"":[""motorcycle""],""original_width"":640,""original_height"":480},{""x"":2.276785714285714,""y"":39.82142857142857,""width"":95.22321428571428,""height"":41.42857142857143,""rotation"":0,""rectanglelabels"":[""motorcycle""],""original_width"":640,""original_height"":480}]",72.557,"A motorcycle parked next to a yellow thing and tree.","场景描述","2025-02-21T04:50:02.171169Z"
2182,"1","2025-02-21T00:51:27.225787Z",597831,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000056752.jpg","[{""x"":5.193655116775835,""y"":35.59307098388672,""width"":22.791395701066673,""height"":23.475756645202637,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480}]",16.762999999999998,"Man on a bicycle riding on the road next to a river.","场景描述","2025-02-21T04:50:17.749517Z"
2183,"1","2025-02-21T00:51:27.225787Z",597832,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000057429.jpg","[{""x"":3.610724956146169,""y"":90.46107837132044,""width"":13.312059710679069,""height"":7.160739898681641,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":480},{""x"":23.303571428571427,""y"":9.107142857142856,""width"":61.741071428571416,""height"":62.67857142857144,""rotation"":0,""rectanglelabels"":[""airplane""],""original_width"":640,""original_height"":480}]",25.339,"The airplane is taking off on the runway at the airport.","场景描述","2025-02-21T04:50:26.886561Z"
2184,"1","2025-02-21T00:51:27.225787Z",597833,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000057703.jpg","[{""x"":0.5494164638831968,""y"":8.45315933227539,""width"":28.95926982513356,""height"":52.32227325439454,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":488},{""x"":111.34143266521517,""y"":7.889771461486816,""width"":34.20478767198477,""height"":49.8968505859375,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":488},{""x"":41.23042529639928,""y"":14.213375023433139,""width"":15.267765661592506,""height"":22.861018180847168,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":488},{""x"":80.21936692677836,""y"":10.46271937234061,""width"":15.65187262148712,""height"":35.62589168548584,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":488}]",24.067,"A man and two women walking their dogs and hiking in the woods.","{""choices"":[""场景描述"",""实体提及""]}","2025-02-21T04:50:36.177430Z"
2185,"1","2025-02-21T00:51:27.225787Z",597834,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000059171.jpg","[{""x"":38.4242658056755,""y"":84.49114731379917,""width"":1.7854784355788869,""height"":2.728557586669922,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":424},{""x"":57.563823822734406,""y"":83.42314013486047,""width"":1.8582989516247075,""height"":2.638244628906259,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":424},{""x"":56.33878100799048,""y"":83.70448806440888,""width"":1.5694754464285716,""height"":2.6983261108398438,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":640,""original_height"":424}]",30.608999999999998,"A couple of birds fly through a blue cloudy sky.","情感分析","2025-02-21T04:50:47.900218Z"
2186,"1","2025-02-21T00:51:27.226784Z",597835,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000061259.jpg","[{""x"":-46.913250603776376,""y"":60.234854558035714,""width"":146.91325060377636,""height"":39.04539108666992,""rotation"":0,""rectanglelabels"":[""airplane""],""original_width"":640,""original_height"":433},{""x"":66.56891741071429,""y"":18.392857142857146,""width"":22.35072544642857,""height"":13.75,""rotation"":0,""rectanglelabels"":[""airplane""],""original_width"":640,""original_height"":433}]",40.672,"A Virgin Australia airline on the tarmac. ","实体提及","2025-02-21T04:50:56.905383Z"
2187,"1","2025-02-21T00:51:27.226784Z",597836,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000061422.jpg","[{""x"":18.694309350757457,""y"":26.027923311506,""width"":62.45684657219701,""height"":15.913977622985847,""rotation"":0,""rectanglelabels"":[""sink""],""original_width"":640,""original_height"":480}]",13.172,"A bathroom with a sink and a toilet. ","{""choices"":[""场景描述"",""实体提及""]}","2025-02-21T04:51:06.877579Z"
2188,"1","2025-02-21T00:51:27.226784Z",597837,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000062483.jpg","[{""x"":4.814932329593274,""y"":8.258867263793945,""width"":56.616981023926925,""height"":91.74113273620605,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":425,""original_height"":640},{""x"":50.7872606049656,""y"":5.281677246875,""width"":44.61428354160568,""height"":94.62732314985352,""rotation"":0,""rectanglelabels"":[""person""],""original_width"":425,""original_height"":640}]",22.906,"A young soldier has his picture taken with a young lady with an open jacket and brazier showing.","情感分析","2025-02-21T04:51:31.978953Z"
2189,"1","2025-02-21T00:51:27.226784Z",597838,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000069236.jpg","[{""x"":1.6811360486497289,""y"":59.165020670209614,""width"":73.91721917538788,""height"":28.904695510864254,""rotation"":0,""rectanglelabels"":[""bench""],""original_width"":640,""original_height"":427},{""x"":6.661338147750939e-15,""y"":52.33092853001185,""width"":77.5484893584419,""height"":23.16802978515626,""rotation"":0,""rectanglelabels"":[""bench""],""original_width"":640,""original_height"":427}]",16.793,"a wooden and metal bench near a over grown bush","实体提及","2025-02-21T04:51:41.856254Z"
2190,"1","2025-02-21T00:51:27.226784Z",597839,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000069293.jpg","[{""x"":21.968806175214066,""y"":34.37113489423479,""width"":44.08048321547497,""height"":31.547660827636726,""rotation"":0,""rectanglelabels"":[""sink""],""original_width"":640,""original_height"":480},{""x"":0.874664521049839,""y"":39.717044149126316,""width"":19.06980921010502,""height"":16.314043998718265,""rotation"":0,""rectanglelabels"":[""sink""],""original_width"":640,""original_height"":480}]",16.625,"The bathroom toilet with the cover up, sink, and bathroom items are shown.","实体提及","2025-02-21T04:51:52.107414Z"
2191,"1","2025-02-21T00:51:27.227781Z",597840,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000073280.jpg","[{""x"":79.11931818181817,""y"":53.61305361305361,""width"":20.88068181818181,""height"":11.655011655011648,""rotation"":0,""rectanglelabels"":[""sink""],""original_width"":640,""original_height"":468}]",54.855,"a brown and white kitchen with a silver refrigerator","{""choices"":[""场景描述"",""实体提及""]}","2025-02-21T04:52:48.920072Z"
2192,"1","2025-02-21T00:51:27.227781Z",597841,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000074132.jpg","[{""x"":4.446680484387579,""y"":54.383602142333984,""width"":12.448863849148537,""height"":6.458110809326172,""rotation"":0,""rectanglelabels"":[""sink""],""original_width"":480,""original_height"":640}]",10.587,"A bathtub in front of a large mirror.","实体提及","2025-02-21T04:53:03.449866Z"
2193,"1","2025-02-21T00:51:27.227781Z",597842,"/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000075118.jpg","[{""x"":16.675473991938272,""y"":11.32796151316964,""width"":56.38629993733534,""height"":27.360310554309073,""rotation"":0,""rectanglelabels"":[""airplane""],""original_width"":481,""original_height"":640}]",11.468,"A fighter jet doing tricks with smoke trailing behind it.","场景描述","2025-02-21T04:53:12.065376Z"
