image,text,label,x_min,y_min,x_max,y_max
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000008045.jpg,Tub and shower on platform in modern tiled bathroom.,sink,383.1598510742188,286.7566223144531,492.2109680175781,371.3572692871094
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000008045.jpg,Tub and shower on platform in modern tiled bathroom.,sink,383.3092651367188,288.9873962402344,489.6763916015625,322.6527709960937
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000008180.jpg,A large airplane is on the airport runway.,airplane,2.4193115234375,43.77500915527344,540.1155395507812,193.32164001464844
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000008180.jpg,A large airplane is on the airport runway.,airplane,453.65185546875,58.214691162109375,639.550537109375,132.52096557617188
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000008218.jpg,A building with a black and gold clock on it.,clock,263.2215270996094,192.06900024414065,385.1070251464844,295.93914794921875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000011334.jpg,A close up detail of an ornate brickwork cathedral,clock,499.9697266,0.0,540.230224609375,27.303497314453125
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000011334.jpg,A close up detail of an ornate brickwork cathedral,clock,420.156005859375,0.0,453.6964111328125,35.34196472167969
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000011334.jpg,A close up detail of an ornate brickwork cathedral,clock,269.5902099609375,461.63580322265625,298.1158447265625,479.7237548828125
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000014297.jpg,A house boat along the water has bicycles on deck.,boat,84.31683349609375,121.52462768554688,640.0,399.8289489746094
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000014297.jpg,A house boat along the water has bicycles on deck.,boat,252.61187744140625,99.9097900390625,568.8604125976562,146.50750732421875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000014297.jpg,A house boat along the water has bicycles on deck.,boat,0.065093994140625,109.85079956054688,229.14378356933597,163.01156616210938
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000014297.jpg,A house boat along the water has bicycles on deck.,boat,0.1256828308105468,31.711227416992188,41.58326721191406,110.61875915527344
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000014297.jpg,A house boat along the water has bicycles on deck.,boat,0.2543182373046875,22.93148803710937,229.82470703125,163.89617919921875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000014297.jpg,A house boat along the water has bicycles on deck.,boat,253.0166016,102.96743774414062,439.4856567382813,146.08038330078125
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000016977.jpg,A car that seems to be parked illegally behind a legally parked car,car,10.255645751953123,168.16229248046875,417.5965576171875,351.23944091796875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000016977.jpg,A car that seems to be parked illegally behind a legally parked car,car,414.2898254394531,146.5970458984375,633.86865234375,295.4403076171875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000016977.jpg,A car that seems to be parked illegally behind a legally parked car,person,0.0,159.9622802734375,44.498382568359375,252.6182556152344
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000016977.jpg,A car that seems to be parked illegally behind a legally parked car,car,0.4369659423828125,152.9970703,190.94821166992188,224.0120849609375
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000016977.jpg,A car that seems to be parked illegally behind a legally parked car,car,382.69769287109375,161.60443115234375,428.4191284179688,195.10256958007807
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000016977.jpg,A car that seems to be parked illegally behind a legally parked car,car,235.7853546142578,152.2615966796875,321.9266967773437,172.25836181640625
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000016977.jpg,A car that seems to be parked illegally behind a legally parked car,car,338.8717956542969,169.47711181640625,365.6405944824219,185.79605102539065
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000016977.jpg,A car that seems to be parked illegally behind a legally parked car,car,392.314697265625,166.70870971679688,428.39984130859375,197.35012817382807
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000019523.jpg,two women loading their bicycles onto a bus rack,person,115.675048828125,164.07254028320312,203.380126953125,464.1631164550781
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000019523.jpg,two women loading their bicycles onto a bus rack,person,293.14947509765625,191.5890350341797,394.9595336914063,468.0012817382813
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000020788.jpg,A woman hovering over food on a wooden table.,person,17.660736083984375,0.0,421.1735534667969,436.1868286132813
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000022793.jpg,A public bathroom with a bunch of urinals.,person,441.6153564453125,55.970489501953125,566.0842895507812,273.52703857421875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000027842.jpg,A dual sink vanity with mirrors above the sinks.,sink,19.066635131835938,444.0550537109375,160.0276641845703,502.0992431640625
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000027842.jpg,A dual sink vanity with mirrors above the sinks.,sink,311.865966796875,362.5796508789063,393.725341796875,384.1760864257813
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000030423.jpg,Four giraffes in the wild eating from trees.,giraffe,118.16293334960938,310.4915771484375,206.38992309570312,460.286376953125
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000030423.jpg,Four giraffes in the wild eating from trees.,giraffe,272.18682861328125,337.77056884765625,299.73883056640625,450.05609130859375
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000030423.jpg,Four giraffes in the wild eating from trees.,giraffe,321.03253173828125,334.7391967773437,354.39337158203125,454.8512573242188
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000030423.jpg,Four giraffes in the wild eating from trees.,giraffe,169.2021942138672,321.5274658203125,206.81028747558597,459.11376953125
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000031519.jpg,A group of rescue workers helping an overturned car,person,14.024425506591797,264.3417969,42.7855224609375,360.1914063
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000031519.jpg,A group of rescue workers helping an overturned car,person,50.68124008178711,263.7862243652344,88.01663208007812,369.1089172363281
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000031519.jpg,A group of rescue workers helping an overturned car,person,110.7687530517578,275.0843200683594,131.94989013671875,304.0632629394531
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000031984.jpg,a women that is standing next to a motorcycle,person,0.0905303955078125,147.78260803222656,121.43424987792967,636.4300537109375
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000031984.jpg,a women that is standing next to a motorcycle,person,145.29791259765625,110.68804931640624,346.462646484375,635.7557373046875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000031984.jpg,a women that is standing next to a motorcycle,person,116.23090362548828,175.25909423828125,167.1099853515625,359.5038452148437
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000031984.jpg,a women that is standing next to a motorcycle,person,155.257568359375,172.12176513671875,207.1939697265625,323.12872314453125
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000031984.jpg,a women that is standing next to a motorcycle,person,198.40802001953125,172.77490234375,235.25369262695312,285.602294921875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000031984.jpg,a women that is standing next to a motorcycle,person,338.47637939453125,198.3223571777344,361.2114868164063,241.22525024414065
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000032203.jpg,Three people on motorbikes racing around a track.,person,155.42987060546875,140.35250854492188,314.08941650390625,326.3671569824219
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000032203.jpg,Three people on motorbikes racing around a track.,person,294.94317626953125,137.00802612304688,440.04925537109375,284.3462219238281
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000032203.jpg,Three people on motorbikes racing around a track.,person,458.861572265625,211.35504150390625,636.2049560546875,404.9022216796875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000034196.jpg,Two desktop computer monitors sitting on a desk with a keyboard and mouse.,tv,104.17669677734376,152.26565551757812,335.5907897949219,328.222412109375
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000034196.jpg,Two desktop computer monitors sitting on a desk with a keyboard and mouse.,tv,328.843505859375,159.68093872070312,559.2991943359375,334.8096923828125
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000036450.jpg,A very big teddy bear is next to a woman.,person,191.95428466796875,72.05209350585938,299.7098388671875,226.1197509765625
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000040986.jpg,A man points at the wall in his kitchen.,person,0.0,138.59548950195312,87.49012756347656,267.72467041015625
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000043098.jpg,A man is walking down the street in front of a red door.,person,288.10595703125,186.60317993164065,396.320068359375,474.6903991699219
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000050411.jpg,A mounted police officer riding down a city street past parked cars.,person,0.0307693481445312,202.00579833984372,101.24605560302734,479.9314575195313
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000050411.jpg,A mounted police officer riding down a city street past parked cars.,car,430.5048828,210.1688537597656,640.0,343.6172180175781
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000050411.jpg,A mounted police officer riding down a city street past parked cars.,person,464.9268798828125,207.11993408203125,514.9620361328125,350.46417236328125
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000050411.jpg,A mounted police officer riding down a city street past parked cars.,person,161.53280639648438,194.70294189453125,215.31625366210935,257.9301147460937
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000050411.jpg,A mounted police officer riding down a city street past parked cars.,person,280.97027587890625,121.00909423828124,347.70440673828125,285.0382995605469
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000050411.jpg,A mounted police officer riding down a city street past parked cars.,car,42.674072265625,213.1900634765625,258.18231201171875,350.9676513671875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000051191.jpg,The view of a large bathroom with a walk in closet.,vase,462.4989929199219,258.03155517578125,480.4790344238281,297.28094482421875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000052087.jpg,A man getting a drink from a water fountain that is a toilet.,toilet,197.34228515625,66.20768737792969,536.5863647460938,478.5891723632813
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000052087.jpg,A man getting a drink from a water fountain that is a toilet.,toilet,168.47547912597656,303.8861083984375,446.4544677734375,479.7030029296875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000052087.jpg,A man getting a drink from a water fountain that is a toilet.,toilet,167.204345703125,143.18084716796875,445.0989990234375,479.972900390625
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000052087.jpg,A man getting a drink from a water fountain that is a toilet.,toilet,274.5052490234375,65.29708862304688,536.7467651367188,309.6695251464844
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000056070.jpg,A motorcycle parked next to a yellow thing and tree.,person,380.4210205078125,0.1324996948242187,400.2897338867188,49.108154296875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000056070.jpg,A motorcycle parked next to a yellow thing and tree.,person,364.7851563,4.906314849853516,379.221435546875,49.31958770751953
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000056070.jpg,A motorcycle parked next to a yellow thing and tree.,person,38.50887298583984,6.740070343017578,52.550880432128906,56.66270446777344
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000056070.jpg,A motorcycle parked next to a yellow thing and tree.,person,78.87928771972656,8.843582153320312,94.2434539794922,46.36174774169922
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000056070.jpg,A motorcycle parked next to a yellow thing and tree.,person,60.44809722900391,8.05096435546875,72.38484954833984,50.986907958984375
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000056070.jpg,A motorcycle parked next to a yellow thing and tree.,person,63.36492919921875,7.473903656005859,77.57579040527344,50.191932678222656
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000056070.jpg,A motorcycle parked next to a yellow thing and tree.,person,52.73661804199219,8.834026336669922,69.26708984,50.89639663696289
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000056752.jpg,Man on a bicycle riding on the road next to a river.,person,55.34565734863281,171.795654296875,152.6649169921875,322.0404968261719
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000057429.jpg,The airplane is taking off on the runway at the airport.,person,40.58029556274414,433.80804443359375,97.42279052734376,479.63677978515625
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000057703.jpg,A man and two women walking their dogs and hiking in the woods.,person,2.34600830078125,54.1002197265625,126.00209045410156,388.9627685546875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000057703.jpg,A man and two women walking their dogs and hiking in the woods.,person,475.4279174804688,50.494537353515625,621.4823608398438,369.8343811035156
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000057703.jpg,A man and two women walking their dogs and hiking in the woods.,person,285.939697265625,72.67988586425781,351.133056640625,218.9904022216797
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000057703.jpg,A man and two women walking their dogs and hiking in the woods.,person,284.9774780273437,72.67568969726562,351.8109741210937,300.681396484375
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000059171.jpg,A couple of birds fly through a blue cloudy sky.,person,248.4327087402344,357.8861999511719,256.05670166015625,375.3489685058594
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000059171.jpg,A couple of birds fly through a blue cloudy sky.,person,371.5155029296875,355.5204467773437,379.450439453125,372.40521240234375
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000059171.jpg,A couple of birds fly through a blue cloudy sky.,person,361.8734130859375,354.8261413574219,368.5750732421875,372.0954284667969
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000061259.jpg,A Virgin Australia airline on the tarmac. ,airplane,9.72210693359375,180.9316406,637.0416870117188,430.8221435546875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000061259.jpg,A Virgin Australia airline on the tarmac. ,airplane,428.84576416015625,90.76644897460938,563.3299560546875,133.90220642089844
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000061422.jpg,A bathroom with a sink and a toilet. ,sink,149.02157592773438,125.43585205078124,415.7123107910156,227.28530883789065
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000062483.jpg,A young soldier has his picture taken with a young lady with an open jacket and brazier showing.,person,20.55976104736328,52.85675048828125,262.31427001953125,640.0
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000062483.jpg,A young soldier has his picture taken with a young lady with an open jacket and brazier showing.,person,216.86160278320312,33.80273438,407.3645935058594,639.4176025390625
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000062483.jpg,A young soldier has his picture taken with a young lady with an open jacket and brazier showing.,person,398.9407348632813,172.90626525878906,424.77349853515625,230.38755798339844
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000062483.jpg,A young soldier has his picture taken with a young lady with an open jacket and brazier showing.,person,0.15435791015625,57.04635620117188,61.302520751953125,370.658447265625
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000062483.jpg,A young soldier has his picture taken with a young lady with an open jacket and brazier showing.,person,232.9551239013672,166.95941162109375,272.20611572265625,216.15216064453125
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000069236.jpg,a wooden and metal bench near a over grown bush,bench,118.59042358398438,233.5132751464844,434.2169494628906,418.5033264160156
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000069236.jpg,a wooden and metal bench near a over grown bush,bench,53.441162109375,229.77508544921875,384.5732116699219,378.0504760742188
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000069293.jpg,"The bathroom toilet with the cover up, sink, and bathroom items are shown.",sink,0.0193023681640625,168.54669189453125,188.2429656982422,370.4517211914063
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000069293.jpg,"The bathroom toilet with the cover up, sink, and bathroom items are shown.",sink,0.8754425048828125,199.3319396972656,82.30352783203125,303.7418212890625
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000073280.jpg,a brown and white kitchen with a silver refrigerator,tv,600.4810791015625,153.89532470703125,639.719970703125,212.31997680664065
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000073280.jpg,a brown and white kitchen with a silver refrigerator,sink,533.72900390625,292.5132751464844,639.839111328125,321.9859313964844
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000073280.jpg,a brown and white kitchen with a silver refrigerator,sink,561.8023681640625,294.64825439453125,640.0,321.1908569335937
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000074132.jpg,A bathtub in front of a large mirror.,sink,18.98732566833496,348.0550537109375,72.14397430419922,389.386962890625
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000075118.jpg,A fighter jet doing tricks with smoke trailing behind it.,airplane,84.39346313476562,74.78466797,325.1629638671875,249.89065551757807
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000075663.jpg,A children play area absent of any children.,sink,580.3438720703125,288.07916259765625,637.4093017578125,343.555908203125
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000079472.jpg,"A laptop, monitor, printer and tablet on a desk.",tv,425.7283325195313,146.94253540039062,589.3883056640625,292.8375244140625
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000081505.jpg,The plane is flying through a clear blue sky.  ,airplane,27.58428955078125,175.5689697265625,512.8974609,297.3865661621094
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000082673.jpg,A small car sits parked in front of a scooter. ,car,296.8610534667969,201.6068115234375,479.8529968261719,498.96282958984375
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000082673.jpg,A small car sits parked in front of a scooter. ,car,103.0039063,193.58416748046875,477.6119384765625,580.8016357421875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000085145.jpg,An airplane flying in a blue sky with it's landing gear down.,airplane,111.18736267089844,208.30630493164065,567.4844970703125,353.2541809082031
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000085316.jpg,a family stands outside their home by horses. ,person,448.5830078,229.16416931152344,486.1495361328125,330.4149169921875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000085316.jpg,a family stands outside their home by horses. ,person,371.4659423828125,160.73471069335938,437.9235229492188,328.4994506835937
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000085316.jpg,a family stands outside their home by horses. ,person,536.864013671875,242.55706787109372,578.9179688,333.9742431640625
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000090732.jpg,A little girl standing on a chair mixing something in a bowl.,person,139.63800048828125,104.84417724609376,321.05328369140625,547.4597778320312
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000090732.jpg,A little girl standing on a chair mixing something in a bowl.,person,168.36077880859375,594.2745971679688,331.6796875,639.8126831054688
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000092678.jpg,Man and woman standing on the beach in the process of flying a kite. ,person,306.67877197265625,241.31483459472656,428.8042602539063,444.225830078125
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000093959.jpg,A white kitchen with marble countertops and stone floors.,sink,113.61459350585938,312.0791016,285.9062194824219,344.3677978515625
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000093959.jpg,A white kitchen with marble countertops and stone floors.,sink,121.92646026611328,312.69732666015625,208.61419677734372,332.87420654296875
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000097790.jpg,"Two aircraft flying, one a jet and one a propeller plane.",airplane,231.0220184326172,225.8086700439453,353.60235595703125,311.15484619140625
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000097790.jpg,"Two aircraft flying, one a jet and one a propeller plane.",airplane,155.55462646484375,166.73782348632812,316.9073486328125,234.43267822265625
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000099389.jpg,A motorcycle parked in front of a graffiti covered building.,motorcycle,78.773681640625,290.67059326171875,392.3429565429688,517.6871948242188
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000100138.jpg,A black motorcycle parked in front of trees.,motorcycle,15.00885009765625,43.08966064453125,428.52587890625,610.1915283203125
/data/local-files/?d=Users/Fiary/anaconda3/envs/label_studio/project/datas2/clean_data/coco2_images/000000102625.jpg,An empty kitchen filled with dishes and appliances.,tv,0.352386474609375,297.057373046875,158.57379150390625,479.47552490234375
